v1,v2,Phrases
ham,0,SamarVerma @oksbi
ham,0,IshitaChauhan @oksbi
ham,0,MyraSahu @okicici
spam,1,AmairaSingh @okhdfc
ham,0,RuhanBansal @okaxl
ham,0,AbhinavGupta @okicici
spam,1,MiraChoudhury @kbl
ham,0,AdvikaMehta @kbl
ham,0,TrishaTiwari @okicici
ham,0,NehaThakur @kbl
ham,0,rahul @okybl
ham,0,YugKapoor @okhdfc
ham,0,DhruvMehta @oksbi
ham,0,RahulKumar @okicici
spam,1,SohamKapoor @kbl
ham,0,SiyaShah @okhdfc
ham,0,SuhaniYadav @okhdfc
ham,0,RushilReddy @oksbi
ham,0,KrishaPatel @kbl
ham,0,AyushKumar @okybl
ham,0,SiyaShah @okaxl
ham,0,SaanviMehta @okhdfc
ham,0,VihaanSharma @okhdfc
ham,0,RishaanSharma @kbl
ham,0,happysng @okaxl
ham,0,AvyaanBansal @idbi
ham,0,AryanGupta @oksbi
ham,0,AhaanSharma @okaxl
ham,0,AnikaYadav @okybl
ham,0,RahulKumar @okhdfc
ham,0,rachelGreen @okhdfc
ham,0,AaryanJain @okybl
ham,0,IshitaChauhan @oksbi
ham,0,YugKapoor @idbi
ham,0,NavyaVerma @okhdfc
ham,0,AvaniPatel @okicici
ham,0,AnanyaBhat @kbl
ham,0,AkshayVerma @okhdfc
ham,0,ZaraThakur @idbi
ham,0,MohitJain @okhdfc
ham,0,VivaanMehta @oksbi
ham,0,PrishaSharma @kbl
ham,0,AryaTiwari @okhdfc
ham,0,SwaraSingh @kbl
ham,0,SaanviMehta @okybl
ham,0,VihaanSharma @idbi
ham,0,ArnavSingh @kbl
ham,0,RushilReddy @okaxl
ham,0,RuhiMehra @okhdfc
spam,1,TaraChoudhury @kbl
ham,0,AbhinavGupta @okaxl
ham,0,KairaKapoor @kbl
ham,0,AdvaitSingh @okicici
ham,0,RushilReddy @okicici
ham,0,AdvikaMehta @oksbi
ham,0,IshitaChauhan @okybl
spam,1,VihaanSharma @oksbi
spam,1,AbhinavGupta @okybl
ham,0,vdty @kbl
ham,0,DhruvMehta @okybl
ham,0,DivyaAgarwal @idbi
ham,0,KabirKumar @kbl
ham,0,ZoyaSingh @oksbi
ham,0,AnkitSharma @oksbi
ham,0,AnikaYadav @okicici
ham,0,AnviKapoor @okybl
ham,0,happysng @okhdfc
ham,0,AarohiShah @oksbi
ham,0,MohitJain @okaxl
ham,0,KrishaPatel @kbl
ham,0,AmritaThakur @okaxl
ham,0,KairaKapoor @oksbi
spam,1,NehaThakur @kbl
ham,0,AhaanSharma @okaxl
ham,0,ZoyaSingh @okhdfc
ham,0,NehaThakur @oksbi
ham,0,PranavGupta @kbl
ham,0,ZaraThakur @okhdfc
ham,0,AnikaYadav @idbi
ham,0,SiyaShah @okhdfc
ham,0,ChaitanyaShah @idbi
ham,0,RitikaKapoor @okybl
ham,0,PranavGupta @okaxl
ham,0,IshikaReddy @idbi
ham,0,ArnavSingh @okybl
ham,0,KairaKapoor @okaxl
ham,0,IshaniDesai @idbi
ham,0,SiyaShah @okhdfc
ham,0,KabirKumar @kbl
ham,0,VivaanMehta @okicici
spam,1,AmitJoshi @okhdfc
ham,0,KrishaPatel @idbi
ham,0,BhavyaJain @okybl
ham,0,NehaThakur @okicici
ham,0,PranavGupta @kbl
ham,0,AaryanJain @okybl
ham,0,rachelGreen @oksbi
ham,0,ShreyaKhanna @okaxl
ham,0,PrishaSharma @okybl
ham,0,MohitJain @okicici
ham,0,vdty @kbl
spam,1,VivaanMehta @okicici
ham,0,AhaanSharma @okhdfc
ham,0,rjk @oksbi
ham,0,rohnr @idbi
ham,0,skylarShr @okicici
ham,0,RiaTiwari @okhdfc
ham,0,YashJoshi @idbi
ham,0,AmairaSingh @okaxl
ham,0,rachelGreen @okybl
ham,0,AashviPatel @okicici
ham,0,AkshayVerma @kbl
ham,0,AmairaSingh @idbi
ham,0,KairaKapoor @okhdfc
ham,0,KritikaSingh @okybl
ham,0,SiyaShah @okhdfc
ham,0,ShanayaPatel @kbl
ham,0,PrishaSharma @okhdfc
ham,0,KabirKumar @idbi
ham,0,IshanSharma @okicici
ham,0,KairaKapoor @kbl
ham,0,AmritaThakur @okaxl
ham,0,RachitVerma @okybl
ham,0,AnviKapoor @okybl
spam,1,PranavGupta @okybl
ham,0,AnayaMishra @idbi
ham,0,IshaniDesai @okybl
ham,0,RishaanSharma @idbi
ham,0,SuhaniYadav @kbl
ham,0,AashviPatel @okaxl
ham,0,rachelGreen @okaxl
ham,0,AdvaitSingh @okybl
spam,1,SuhaniYadav @idbi
ham,0,AaravKumar @oksbi
spam,1,AryaTiwari @okaxl
ham,0,PrishaSharma @okicici
ham,0,RiyaYadav @okhdfc
ham,0,AryaTiwari @okybl
ham,0,DivyaAgarwal @okicici
ham,0,PrishaSharma @idbi
ham,0,AaravKumar @okaxl
ham,0,MyraSahu @oksbi
ham,0,IshikaReddy @okhdfc
ham,0,KrishaPatel @okybl
ham,0,VanyaAgarwal @idbi
ham,0,VihaanSharma @okhdfc
ham,0,RitikaKapoor @okicici
ham,0,RheaBhat @kbl
ham,0,RiaTiwari @kbl
ham,0,YashJoshi @okhdfc
spam,1,AdvikaMehta @idbi
spam,1,ShanayaPatel @idbi
ham,0,rohnr @idbi
ham,0,rachelGreen @idbi
ham,0,SaanviMehta @kbl
ham,0,skylarShr @kbl
ham,0,rohnr @kbl
spam,1,AdvikaMehta @kbl
ham,0,RuhiMehra @okicici
spam,1,RuhanBansal @idbi
ham,0,RiyaYadav @idbi
ham,0,rohnr @okybl
ham,0,MohitJain @idbi
ham,0,AnikaYadav @okaxl
ham,0,AnkitSharma @okybl
ham,0,RuhiMehra @kbl
spam,1,AmitJoshi @okicici
ham,0,AnikaYadav @okicici
ham,0,AryanGupta @okybl
ham,0,RitikaKapoor @idbi
ham,0,AdvaitSingh @okhdfc
ham,0,AdvaitSingh @okaxl
spam,1,VivaanMehta @okhdfc
ham,0,IshaniDesai @okhdfc
ham,0,SiyaShah @oksbi
ham,0,IshanSharma @okicici
ham,0,rohnr @okicici
ham,0,AnayaMishra @okybl
ham,0,RiyaYadav @okicici
ham,0,RushilReddy @okicici
ham,0,TaraChoudhury @oksbi
ham,0,KrishaPatel @oksbi
ham,0,KabirKumar @okicici
ham,0,BhavyaJain @okhdfc
ham,0,KabirKumar @okaxl
ham,0,ShanayaPatel @okybl
ham,0,AmritaThakur @okaxl
ham,0,NavyaVerma @okicici
spam,1,IshaniDesai @okaxl
ham,0,IshitaChauhan @okaxl
ham,0,AnkitSharma @idbi
ham,0,RachitVerma @okybl
ham,0,RachitVerma @okhdfc
ham,0,AdvikaMehta @okhdfc
ham,0,SaanviMehta @okicici
ham,0,BhavyaJain @idbi
spam,1,AaravKumar @okicici
ham,0,rohnr @okybl
ham,0,KairaKapoor @okybl
ham,0,AmairaSingh @okhdfc
ham,0,PranavGupta @kbl
ham,0,AvaniPatel @okicici
spam,1,RushilReddy @okybl
ham,0,vdty @okybl
ham,0,SaanviMehta @okhdfc
ham,0,PrishaSharma @kbl
ham,0,AishaChoudhury @okybl
ham,0,RiaTiwari @oksbi
spam,1,MohitJain @okhdfc
ham,0,RheaBhat @idbi
ham,0,rahul @idbi
ham,0,skylarShr @okybl
ham,0,IshitaChauhan @idbi
ham,0,AdvikaMehta @oksbi
ham,0,SnehaThakur @oksbi
ham,0,DishaKhanna @okaxl
ham,0,ChaitanyaShah @oksbi
ham,0,TrishaTiwari @okybl
spam,1,AmairaSingh @okhdfc
ham,0,rjk @idbi
ham,0,AyushKumar @idbi
ham,0,happysng @okaxl
ham,0,TrishaTiwari @okicici
ham,0,KairaKapoor @idbi
ham,0,AkshayVerma @okybl
ham,0,ZaraThakur @okaxl
ham,0,AyushKumar @oksbi
ham,0,MyraSahu @okaxl
ham,0,YugKapoor @okaxl
ham,0,IshaniDesai @kbl
ham,0,MiraChoudhury @okaxl
ham,0,AyushKumar @oksbi
ham,0,AvaniPatel @okybl
ham,0,MyraSahu @kbl
ham,0,rachelGreen @okicici
ham,0,SanyaJoshi @okhdfc
ham,0,rohnr @okaxl
ham,0,KairaKapoor @okaxl
ham,0,IshanSharma @idbi
spam,1,RachitVerma @okicici
spam,1,sunnysng @okaxl
ham,0,rjk @kbl
ham,0,PranavGupta @idbi
ham,0,rjk @oksbi
ham,0,AnayaMishra @okicici
spam,1,RitikaKapoor @okaxl
spam,1,IshikaReddy @oksbi
ham,0,AdvaitSingh @okhdfc
ham,0,ZaraThakur @okaxl
ham,0,rjk @oksbi
ham,0,rachelGreen @okybl
ham,0,SohamKapoor @okaxl
ham,0,IshaniDesai @okhdfc
ham,0,SiyaShah @okybl
ham,0,YashJoshi @okicici
ham,0,RuhiMehra @oksbi
spam,1,DivyaAgarwal @okaxl
ham,0,rjk @idbi
ham,0,AashviPatel @oksbi
ham,0,rohnr @idbi
ham,0,AdvaitSingh @oksbi
ham,0,RiyaYadav @okhdfc
spam,1,ZaraThakur @kbl
ham,0,skylarShr @idbi
ham,0,AyushKumar @kbl
ham,0,ShanayaPatel @okaxl
ham,0,RitikaKapoor @okhdfc
spam,1,rachelGreen @okaxl
ham,0,ZaraThakur @okaxl
spam,1,AnanyaBhat @idbi
ham,0,KabirKumar @kbl
ham,0,RheaBhat @oksbi
ham,0,SaanviMehta @oksbi
ham,0,rjk @okhdfc
ham,0,AnkitSharma @idbi
spam,1,RiyaYadav @oksbi
ham,0,AnanyaBhat @kbl
ham,0,MyraSahu @okaxl
ham,0,RachitVerma @okicici
ham,0,ArnavSingh @idbi
ham,0,AnkitSharma @oksbi
spam,1,AyushKumar @okybl
ham,0,RitikaKapoor @idbi
ham,0,RiaTiwari @okaxl
spam,1,rachelGreen @oksbi
ham,0,skylarShr @okhdfc
ham,0,AnkitSharma @okicici
spam,1,AvyaanBansal @oksbi
ham,0,AvaniPatel @idbi
ham,0,SiyaShah @okhdfc
ham,0,DivyaAgarwal @okicici
ham,0,RitikaKapoor @kbl
ham,0,SiyaShah @idbi
ham,0,SarthakGupta @idbi
ham,0,AaryanJain @okaxl
spam,1,AryaTiwari @kbl
ham,0,ZaraThakur @okybl
ham,0,AaryanJain @okicici
ham,0,vdty @okhdfc
ham,0,KairaKapoor @oksbi
ham,0,ChaitanyaShah @idbi
ham,0,rjk @okaxl
ham,0,rohnr @kbl
ham,0,AhaanSharma @okhdfc
ham,0,AnayaMishra @okhdfc
spam,1,ChaitanyaShah @okaxl
spam,1,SiyaShah @kbl
ham,0,happysng @kbl
ham,0,RushilReddy @okicici
ham,0,ArnavSingh @okicici
ham,0,DishaKhanna @idbi
ham,0,VanyaAgarwal @okhdfc
ham,0,VanyaAgarwal @okybl
ham,0,AvaniPatel @oksbi
ham,0,AashviPatel @okybl
ham,0,TrishaTiwari @kbl
ham,0,rachelGreen @idbi
ham,0,MiraChoudhury @okicici
spam,1,SanyaJoshi @oksbi
ham,0,RiyaYadav @kbl
ham,0,AnkitSharma @okaxl
ham,0,VivaanMehta @okhdfc
ham,0,PranavGupta @okybl
ham,0,sunnysng @kbl
ham,0,rahul @okhdfc
ham,0,rjk @okhdfc
ham,0,RushilReddy @okybl
ham,0,ShreyaKhanna @okaxl
ham,0,AarohiShah @kbl
ham,0,KairaKapoor @okicici
ham,0,SaanviMehta @okaxl
ham,0,sunnysng @oksbi
ham,0,KairaKapoor @okicici
ham,0,MyraSahu @kbl
ham,0,AryaTiwari @okicici
ham,0,ChaitanyaShah @okaxl
ham,0,IshanSharma @okicici
ham,0,AryaTiwari @oksbi
ham,0,happysng @kbl
ham,0,AbhinavGupta @okybl
ham,0,SwaraSingh @okhdfc
ham,0,ZaraThakur @idbi
ham,0,AmitJoshi @kbl
spam,1,rohnr @kbl
ham,0,RiyaYadav @kbl
ham,0,RuhiMehra @okybl
spam,1,IshikaReddy @idbi
ham,0,SanyaJoshi @kbl
ham,0,RheaBhat @okicici
ham,0,AishaChoudhury @okaxl
spam,1,rachelGreen @okicici
ham,0,AdvikaMehta @okhdfc
ham,0,SuhaniYadav @okhdfc
ham,0,DishaKhanna @okaxl
ham,0,RiyaYadav @oksbi
spam,1,AnanyaBhat @okaxl
ham,0,SarthakGupta @idbi
ham,0,MyraSahu @okybl
ham,0,ShreyaKhanna @kbl
ham,0,KabirKumar @okicici
ham,0,AryaTiwari @okicici
ham,0,AnikaYadav @okhdfc
ham,0,AvyaanBansal @okhdfc
ham,0,happysng @okybl
ham,0,MiraChoudhury @okybl
ham,0,sunnysng @okicici
ham,0,KairaKapoor @okhdfc
spam,1,MohitJain @kbl
ham,0,SuhaniYadav @okybl
ham,0,happysng @okicici
ham,0,AryanGupta @kbl
ham,0,MyraSahu @okhdfc
ham,0,AnanyaBhat @kbl
ham,0,happysng @okicici
ham,0,AmairaSingh @idbi
ham,0,VanyaAgarwal @okhdfc
ham,0,AdvaitSingh @oksbi
ham,0,AaravKumar @okhdfc
ham,0,RishaanSharma @okybl
spam,1,RuhiMehra @oksbi
ham,0,rjk @okicici
ham,0,NehaThakur @idbi
ham,0,ArnavSingh @okybl
spam,1,AishaChoudhury @oksbi
ham,0,IshaniDesai @idbi
ham,0,ZoyaSingh @okicici
ham,0,ShanayaPatel @oksbi
ham,0,DhruvMehta @kbl
ham,0,happysng @okaxl
ham,0,SaanviMehta @oksbi
ham,0,RachitVerma @okaxl
ham,0,YashJoshi @okhdfc
ham,0,DhruvMehta @okybl
spam,1,RiaTiwari @idbi
ham,0,IshanSharma @oksbi
ham,0,MiraChoudhury @kbl
spam,1,AryanGupta @okhdfc
ham,0,BhavyaJain @okhdfc
spam,1,ZaraThakur @okybl
ham,0,DishaKhanna @kbl
ham,0,BhavyaJain @idbi
spam,1,AaravKumar @oksbi
ham,0,AaravKumar @oksbi
ham,0,KabirKumar @kbl
ham,0,RuhanBansal @okhdfc
spam,1,RahulKumar @okybl
ham,0,AnikaYadav @okhdfc
ham,0,IshitaChauhan @kbl
ham,0,VanyaAgarwal @okybl
spam,1,happysng @oksbi
ham,0,RuhiMehra @kbl
ham,0,AnkitSharma @oksbi
ham,0,MiraChoudhury @okaxl
ham,0,ArnavSingh @oksbi
ham,0,AnikaYadav @okicici
ham,0,SwaraSingh @idbi
ham,0,KritikaSingh @idbi
ham,0,KrishaPatel @okaxl
ham,0,rjk @okaxl
ham,0,PranavGupta @okaxl
ham,0,ShreyaKhanna @idbi
ham,0,AryanGupta @okaxl
ham,0,RitikaKapoor @okicici
spam,1,IshanSharma @kbl
ham,0,AdvikaMehta @okhdfc
spam,1,SwaraSingh @okybl
ham,0,RuhanBansal @okybl
ham,0,RuhanBansal @okhdfc
ham,0,AdvaitSingh @idbi
ham,0,DishaKhanna @okicici
ham,0,MiraChoudhury @okicici
ham,0,TrishaTiwari @kbl
ham,0,AbhinavGupta @okhdfc
ham,0,KairaKapoor @okhdfc
ham,0,PrishaSharma @okicici
ham,0,MyraSahu @okaxl
ham,0,VivaanMehta @oksbi
ham,0,RuhiMehra @okybl
spam,1,RushilReddy @kbl
ham,0,rohnr @okybl
ham,0,sunnysng @idbi
ham,0,YugKapoor @oksbi
ham,0,AryanGupta @okhdfc
ham,0,AyushKumar @kbl
ham,0,TaraChoudhury @kbl
ham,0,RushilReddy @okaxl
spam,1,MiraChoudhury @kbl
ham,0,SwaraSingh @kbl
ham,0,RahulKumar @okaxl
ham,0,SaanviMehta @kbl
ham,0,AnayaMishra @kbl
ham,0,AryanGupta @idbi
ham,0,SnehaThakur @okhdfc
ham,0,RheaBhat @okicici
spam,1,AvyaanBansal @okicici
ham,0,AarohiShah @idbi
spam,1,AarohiShah @okhdfc
ham,0,KrishaPatel @oksbi
ham,0,MyraSahu @idbi
ham,0,VanyaAgarwal @kbl
ham,0,AaravKumar @kbl
ham,0,ZaraThakur @kbl
ham,0,IshitaChauhan @kbl
ham,0,DhruvMehta @okaxl
ham,0,DhruvMehta @okybl
ham,0,RitikaKapoor @oksbi
ham,0,AhaanSharma @okaxl
ham,0,skylarShr @oksbi
ham,0,SuhaniYadav @kbl
ham,0,SiyaShah @idbi
ham,0,TrishaTiwari @okaxl
ham,0,ShanayaPatel @okicici
spam,1,ShivanshKumar @oksbi
ham,0,happysng @okicici
ham,0,IshikaReddy @idbi
ham,0,RahulKumar @okicici
ham,0,ShivanshKumar @oksbi
spam,1,PranavGupta @okybl
ham,0,ShreyaKhanna @okicici
ham,0,AaryanJain @okicici
ham,0,AdvaitSingh @okaxl
ham,0,YashJoshi @kbl
ham,0,rahul @kbl
ham,0,AnayaMishra @okaxl
ham,0,VihaanSharma @okhdfc
spam,1,VanyaAgarwal @okicici
ham,0,RiyaYadav @okaxl
ham,0,SiyaShah @okaxl
ham,0,IshanSharma @kbl
ham,0,RahulKumar @kbl
spam,1,KrishaPatel @idbi
ham,0,BhavyaJain @okaxl
ham,0,KritikaSingh @idbi
ham,0,SnehaThakur @oksbi
ham,0,IshikaReddy @idbi
ham,0,ShivanshKumar @okaxl
ham,0,AnviKapoor @okhdfc
ham,0,sunnysng @okaxl
ham,0,ChaitanyaShah @okaxl
ham,0,AdvaitSingh @idbi
ham,0,ShanayaPatel @okicici
ham,0,SarthakGupta @okybl
ham,0,KrishaPatel @idbi
ham,0,RitikaKapoor @idbi
ham,0,ArnavSingh @idbi
ham,0,ZoyaSingh @kbl
ham,0,MyraSahu @okhdfc
ham,0,IshaniDesai @idbi
ham,0,sunnysng @okhdfc
ham,0,AdvaitSingh @okicici
ham,0,AnayaMishra @okicici
ham,0,DishaKhanna @okhdfc
ham,0,DivyaAgarwal @okybl
ham,0,AarohiShah @oksbi
ham,0,AdvikaMehta @okaxl
ham,0,AarohiShah @okaxl
spam,1,RiyaYadav @kbl
ham,0,AarohiShah @oksbi
ham,0,AhaanSharma @okhdfc
ham,0,RuhanBansal @okhdfc
spam,1,skylarShr @okhdfc
ham,0,TrishaTiwari @okaxl
ham,0,YashJoshi @oksbi
ham,0,VivaanMehta @idbi
ham,0,RiaTiwari @okicici
ham,0,RuhanBansal @okhdfc
ham,0,PranavGupta @okaxl
ham,0,MohitJain @okaxl
ham,0,AaryanJain @okaxl
spam,1,MyraSahu @okhdfc
ham,0,ChaitanyaShah @okicici
ham,0,AvyaanBansal @okhdfc
ham,0,AnayaMishra @okicici
ham,0,AryaTiwari @okybl
spam,1,MiraChoudhury @kbl
ham,0,NavyaVerma @kbl
ham,0,AvyaanBansal @okaxl
ham,0,ArnavSingh @okhdfc
ham,0,SwaraSingh @kbl
ham,0,IshikaReddy @okhdfc
spam,1,skylarShr @okhdfc
ham,0,skylarShr @kbl
ham,0,RahulKumar @okaxl
ham,0,VanyaAgarwal @oksbi
ham,0,AnanyaBhat @idbi
ham,0,AashviPatel @okhdfc
ham,0,PranavGupta @kbl
ham,0,AyushKumar @okhdfc
ham,0,ArnavSingh @okaxl
ham,0,SnehaThakur @kbl
ham,0,RitikaKapoor @okicici
ham,0,TaraChoudhury @kbl
ham,0,AnikaYadav @kbl
ham,0,SamarVerma @okicici
ham,0,rachelGreen @okaxl
spam,1,YugKapoor @okicici
ham,0,YashJoshi @idbi
ham,0,NehaThakur @idbi
ham,0,DivyaAgarwal @kbl
ham,0,AbhinavGupta @idbi
ham,0,AmairaSingh @okybl
ham,0,TaraChoudhury @okhdfc
spam,1,KabirKumar @kbl
ham,0,RitikaKapoor @okybl
ham,0,YugKapoor @okhdfc
spam,1,ChaitanyaShah @okicici
ham,0,ShivanshKumar @okybl
spam,1,KairaKapoor @kbl
ham,0,AbhinavGupta @idbi
ham,0,AvaniPatel @okhdfc
ham,0,IshitaChauhan @kbl
ham,0,KairaKapoor @okhdfc
ham,0,VivaanMehta @okybl
ham,0,ShivanshKumar @oksbi
ham,0,AnviKapoor @okaxl
ham,0,SanyaJoshi @okhdfc
ham,0,AbhinavGupta @idbi
spam,1,AnayaMishra @oksbi
ham,0,AaravKumar @okhdfc
ham,0,AnkitSharma @kbl
spam,1,AbhinavGupta @kbl
ham,0,AashviPatel @idbi
ham,0,SohamKapoor @okicici
ham,0,MyraSahu @okybl
spam,1,RiyaYadav @okicici
spam,1,NehaThakur @okybl
ham,0,vdty @okybl
ham,0,KritikaSingh @oksbi
ham,0,AmairaSingh @okicici
spam,1,IshaniDesai @okicici
ham,0,KabirKumar @oksbi
ham,0,AdvikaMehta @okaxl
ham,0,ZoyaSingh @idbi
ham,0,ZoyaSingh @idbi
ham,0,vdty @idbi
ham,0,NavyaVerma @okaxl
ham,0,AaryanJain @okaxl
ham,0,RachitVerma @okhdfc
ham,0,DivyaAgarwal @kbl
ham,0,KabirKumar @okicici
ham,0,AryaTiwari @okicici
ham,0,SanyaJoshi @okhdfc
ham,0,AvyaanBansal @okybl
ham,0,AarohiShah @okicici
ham,0,AmitJoshi @okhdfc
ham,0,AishaChoudhury @okaxl
ham,0,KabirKumar @idbi
ham,0,MohitJain @oksbi
ham,0,AnayaMishra @okhdfc
ham,0,SuhaniYadav @oksbi
ham,0,vdty @okicici
ham,0,happysng @okicici
ham,0,AdvaitSingh @okicici
ham,0,RuhiMehra @oksbi
ham,0,TaraChoudhury @okaxl
ham,0,KritikaSingh @oksbi
ham,0,AvyaanBansal @oksbi
ham,0,ArnavSingh @okaxl
ham,0,SohamKapoor @okaxl
ham,0,ZaraThakur @oksbi
ham,0,RheaBhat @okicici
ham,0,TrishaTiwari @okaxl
ham,0,KabirKumar @oksbi
ham,0,AashviPatel @oksbi
ham,0,DivyaAgarwal @idbi
ham,0,SiyaShah @okhdfc
ham,0,SnehaThakur @idbi
ham,0,AkshayVerma @kbl
ham,0,KritikaSingh @okaxl
ham,0,AnanyaBhat @okybl
ham,0,SohamKapoor @kbl
spam,1,DhruvMehta @okicici
ham,0,IshanSharma @idbi
ham,0,AnkitSharma @oksbi
spam,1,KairaKapoor @oksbi
ham,0,AnviKapoor @idbi
ham,0,VanyaAgarwal @okybl
ham,0,rjk @kbl
ham,0,AvyaanBansal @okaxl
spam,1,AnviKapoor @idbi
ham,0,PrishaSharma @okicici
ham,0,AashviPatel @okicici
spam,1,IshitaChauhan @okicici
ham,0,AmitJoshi @okhdfc
ham,0,AaryanJain @okhdfc
ham,0,AvaniPatel @okaxl
ham,0,TaraChoudhury @idbi
ham,0,IshikaReddy @okybl
ham,0,AashviPatel @okybl
ham,0,IshitaChauhan @oksbi
ham,0,VanyaAgarwal @oksbi
ham,0,KritikaSingh @okicici
ham,0,ShanayaPatel @oksbi
ham,0,VihaanSharma @okybl
ham,0,RiaTiwari @kbl
ham,0,AvaniPatel @oksbi
ham,0,ShivanshKumar @kbl
ham,0,rachelGreen @okhdfc
ham,0,ArnavSingh @okicici
ham,0,ShreyaKhanna @oksbi
ham,0,TrishaTiwari @oksbi
ham,0,ShivanshKumar @okaxl
ham,0,vdty @okhdfc
ham,0,AhaanSharma @idbi
ham,0,AaryanJain @kbl
ham,0,SwaraSingh @kbl
ham,0,IshanSharma @idbi
spam,1,AnkitSharma @kbl
ham,0,vdty @oksbi
ham,0,RiyaYadav @okybl
ham,0,IshaniDesai @kbl
ham,0,NavyaVerma @oksbi
ham,0,AarohiShah @oksbi
ham,0,SamarVerma @idbi
ham,0,KairaKapoor @okicici
ham,0,DishaKhanna @okaxl
ham,0,AkshayVerma @okaxl
ham,0,RiaTiwari @kbl
ham,0,TrishaTiwari @oksbi
ham,0,AvaniPatel @oksbi
ham,0,AmritaThakur @okicici
ham,0,SiyaShah @okybl
ham,0,AryaTiwari @okhdfc
ham,0,RuhiMehra @kbl
ham,0,RuhiMehra @okybl
ham,0,BhavyaJain @okicici
spam,1,vdty @oksbi
ham,0,RuhanBansal @okhdfc
ham,0,MyraSahu @oksbi
ham,0,rohnr @idbi
ham,0,AbhinavGupta @okaxl
ham,0,IshitaChauhan @okybl
ham,0,AaravKumar @oksbi
ham,0,KairaKapoor @oksbi
ham,0,ZoyaSingh @okicici
ham,0,KabirKumar @okhdfc
ham,0,AryaTiwari @okybl
ham,0,AaravKumar @okicici
spam,1,AaravKumar @okybl
ham,0,RitikaKapoor @okicici
ham,0,rohnr @okaxl
spam,1,MohitJain @okybl
ham,0,AnayaMishra @okaxl
ham,0,vdty @kbl
ham,0,AarohiShah @kbl
ham,0,KairaKapoor @okybl
ham,0,AaryanJain @okaxl
spam,1,NavyaVerma @idbi
ham,0,NehaThakur @okybl
ham,0,AashviPatel @okybl
ham,0,AmairaSingh @okicici
ham,0,sunnysng @okybl
ham,0,AmritaThakur @kbl
ham,0,SnehaThakur @okhdfc
ham,0,DivyaAgarwal @oksbi
ham,0,AvaniPatel @oksbi
spam,1,AnayaMishra @idbi
ham,0,AaravKumar @idbi
ham,0,RushilReddy @okaxl
ham,0,AyushKumar @oksbi
ham,0,ZaraThakur @okaxl
ham,0,RushilReddy @okaxl
ham,0,YashJoshi @idbi
ham,0,IshaniDesai @oksbi
ham,0,VihaanSharma @oksbi
ham,0,AmritaThakur @kbl
ham,0,AvyaanBansal @okicici
ham,0,SamarVerma @okicici
spam,1,AnkitSharma @okicici
ham,0,IshanSharma @oksbi
spam,1,AashviPatel @okaxl
ham,0,IshaniDesai @okybl
ham,0,ShivanshKumar @okybl
ham,0,SamarVerma @okybl
ham,0,TrishaTiwari @idbi
ham,0,SaanviMehta @kbl
ham,0,AdvaitSingh @okybl
ham,0,ArnavSingh @okhdfc
ham,0,AryaTiwari @oksbi
spam,1,SiyaShah @okaxl
ham,0,SohamKapoor @kbl
ham,0,AdvikaMehta @okhdfc
spam,1,TrishaTiwari @okybl
ham,0,YugKapoor @okybl
ham,0,RitikaKapoor @okhdfc
ham,0,KabirKumar @idbi
ham,0,RuhanBansal @kbl
ham,0,SaanviMehta @okhdfc
ham,0,RachitVerma @okaxl
spam,1,IshanSharma @okaxl
ham,0,DivyaAgarwal @okicici
spam,1,TrishaTiwari @oksbi
ham,0,SamarVerma @okybl
ham,0,ZoyaSingh @kbl
ham,0,rohnr @kbl
ham,0,SohamKapoor @okaxl
ham,0,SwaraSingh @okicici
ham,0,DishaKhanna @idbi
ham,0,BhavyaJain @okhdfc
ham,0,ShreyaKhanna @idbi
ham,0,MiraChoudhury @okicici
ham,0,SamarVerma @okaxl
ham,0,AbhinavGupta @oksbi
ham,0,happysng @idbi
spam,1,DivyaAgarwal @idbi
ham,0,AmitJoshi @oksbi
ham,0,AashviPatel @idbi
spam,1,AdvikaMehta @okybl
ham,0,KairaKapoor @okhdfc
ham,0,KrishaPatel @okybl
ham,0,AnayaMishra @okicici
ham,0,AnikaYadav @oksbi
ham,0,IshitaChauhan @oksbi
ham,0,IshikaReddy @okaxl
ham,0,ArnavSingh @kbl
ham,0,IshitaChauhan @idbi
ham,0,AkshayVerma @okaxl
ham,0,ZoyaSingh @idbi
ham,0,AvyaanBansal @okhdfc
ham,0,ShivanshKumar @idbi
ham,0,AaryanJain @okybl
ham,0,VihaanSharma @idbi
ham,0,SiyaShah @okybl
ham,0,vdty @kbl
ham,0,RishaanSharma @kbl
ham,0,AmitJoshi @okybl
ham,0,RheaBhat @okybl
ham,0,KabirKumar @okhdfc
ham,0,YugKapoor @okhdfc
ham,0,RuhiMehra @kbl
ham,0,AhaanSharma @okicici
ham,0,AashviPatel @okaxl
spam,1,RuhanBansal @idbi
ham,0,RiaTiwari @okybl
ham,0,AmairaSingh @oksbi
ham,0,SaanviMehta @kbl
ham,0,AmairaSingh @okaxl
spam,1,AnayaMishra @okicici
ham,0,RahulKumar @okaxl
ham,0,AishaChoudhury @kbl
ham,0,AryaTiwari @okybl
ham,0,sunnysng @oksbi
ham,0,PranavGupta @okicici
ham,0,AdvaitSingh @idbi
spam,1,sunnysng @oksbi
spam,1,PrishaSharma @idbi
ham,0,rjk @kbl
ham,0,AmritaThakur @okybl
ham,0,AvaniPatel @okaxl
ham,0,AaryanJain @okybl
